,term,hit_id,bow,cs_rm,cs_wm,cs_rm_wm
461,afkomst,300411782.0,"['afstammeling', 'voordat', 'nationaliteit', 'californio', 'staan', 'mens', 'castilliaanse', 'bewind', 'amerika', 'eeuw', 'spaans', 'huidig', 'mexicaans', 'verenigen', 'cultuur', 'staat', 'geboren', 'afkomst', 'aansluiten', 'gebieden', 'californië']",0.8677611536826878,0.6334363591558532,0.8614270234816409
462,afkomst,300417674.0,"['deel', 'slavenhandel', 'gevolg', 'gemeenschap', 'mens', 'velen', 'diaspora', 'beweging', 'historisch', 'verdrijven', 'wereldwijd', 'verwijzen', 'atlantisch', 'arabische', 'afrikaanse', 'verspreiding', 'afkomst', 'groot', 'worden', 'thuisland']",0.8642632374559563,0.6193440182246039,0.8576280294218799
435,afkomsten,,,,,
2598,allochtone,,,,,
2602,allochtonen,,,,,
2597,allochtoner,,,,,
2599,allochtonere,,,,,
2603,allochtoon,,,,,
2596,allochtoons,,,,,
2600,allochtoonst,,,,,
2601,allochtoonste,,,,,
1699,baboe,,,,,
1698,baboes,,,,,
2466,barbaar,,,,,
2465,barbaren,,,,,
794,batavia,300012925.0,"['damar', 'batavia']",0.5256829088388963,0.2985325759771501,0.4156422308583901
300,bediend,300024841.0,"['werkzaamheid', 'voorwerp', 'mechanisch', 'bedienen', 'mee', 'vergemakkelijken', 'verrichten', 'gebruikt', 'hand', 'gereedschap']",0.7619310388832654,0.6335945655346703,0.7657004836689484
281,bediend,300419447.0,"['biologie', 'vaartuig', 'onderwaterrobot', 'bedienen', 'operator', 'diepzeesector', 'onbemand', 'afstand', 'tethers', 'verbinden', 'luchtvaartuig', 'bedieningscentrum', 'onderwaterarcheologie', 'middelen', 'ergens', 'onderscheiden', 'voertuig', 'drijvende', 'gebruikt', 'lastdragende', 'onderwaterrobots', 'vanaf', 'platform', 'besturen', 'rov', 'land', 'voedingslijnen', 'marien', 'duikboot']",0.7536971639622987,0.6202405824542505,0.7571244504731859
266,bediend,300419384.0,"['wrak', 'bedienen', 'autonoom', 'gevaar', 'recreatief', 'onbemand', 'afstand', 'opsporen', 'zoals', 'obstakel', 'brengen', 'soortgelijk', 'rots', 'apparaat', 'middelen', 'missie', 'scheepvaart', 'commercieel', 'gebruikt', 'onderwaterrobots', 'vorm', 'onderzoeksmissies', 'sensor', 'kaarten', 'voer', 'rov', 'gebruik', 'bediener', 'controle', 'duikboot']",0.7424483144873597,0.6529331307283365,0.7595190118043217
326,bediend,300079067.0,"['deel', 'uitstekend', 'ieder', 'bedienen', 'waarmee', 'mechanisme', 'hefboom', 'regelen']",0.7241966152369884,0.5991767330277856,0.7237881433103798
297,bediend,300386328.0,"['ondersteunen', 'bedienen', 'bedrijf', 'mens', 'zeggen', 'meestal', 'waag', 'minste', 'gestel', 'twee', 'produceren', 'vuurwapen', 'tijdens', 'ontwerpen', 'artilleriemaker', 'bediening', 'te', 'diameter', 'lopen', 'artilleriemakers', 'artillerie']",0.7237605249325592,0.6005692199509222,0.7261832155958453
292,bediend,300419371.0,"['inclusief', 'algemene', 'begrafenis', 'waarschuwen', 'bedienen', 'uiteenlopen', 'lichaam', 'ander', 'vanuit', 'ladder', 'bel', 'klim', 'maken', 'levenden', 'mechanisme', 'kisten', 'komen', 'venster', 'veiligheidsdoodskisten', 'eeuw', 'voortijdig', 'vanwege', 'grotendeels', 'veiligheidsdoodskist', 'ontsnappen', 'weer', 'doodskist', 'zien', 'waarmee', 'bewustzijn', 'gelegenheid', 'ontwerpen', 'begraven', 'geven', 'worden', 'slot', 'begravenen', 'angst', 'graf']",0.7224075916282394,0.7229633078729555,0.7715536069264706
267,bediend,300235838.0,"['deel', 'plaats', 'aflezen', 'bedienen', 'waarvan', 'schijfmedia', 'waarop', 'diskdrive', 'via', 'magnetisch', 'opslaan', 'verwijderbaar', 'harden', 'medium', 'harddrives', 'mechanisme', 'diskette', 'toegangsmechanisme', 'draaiende', 'computergegeven', 'apparaat', 'capaciteit', 'schijf', 'waarmee', 'verwijzen', 'specifiek', 'gebruikt', 'schijvenpakket', 'diskettestation', 'term', 'programma', 'gegeven', 'groot', 'schijfstations', 'optisch', 'schrijven', 'gebruik', 'uitmaken', 'vaste']",0.7005068360116711,0.659270264224578,0.727559793141076
